Entity,Code,Year,Bioenergy,Geothermal,Offshore wind,Solar photovoltaic,Concentrated solar power,Hydropower,Onshore wind
Poland,POL,2006,,,,,,,0.13960008
Poland,POL,2007,,,,,,,0.113890156
Poland,POL,2008,,,,,,,0.0653099
Poland,POL,2010,,,,,,,0.18014097
Poland,POL,2011,,,,,,,0.15269305
Poland,POL,2012,,,,,,,0.14213887
Poland,POL,2013,,,,,,,0.15912358
Poland,POL,2014,,,,,,,0.11818742
Poland,POL,2015,,,,,,,0.09564847
Poland,POL,2016,,,,,,,0.08606295
Poland,POL,2017,,,,,,,0.06588524
Poland,POL,2020,,,,0.14841741,,,0.04336406
Poland,POL,2021,,,,0.10041557,,,0.048141766
Poland,POL,2022,,,,0.11771458,,,0.053480368
Poland,POL,2023,,,,0.08055421,,,0.05090747
Poland,POL,2024,,,,0.08640794,,,0.05627844
Poland,POL,2025,,,,0.106780045,,,0.060063075
Portugal,PRT,2003,,,,,,,0.1027142
Portugal,PRT,2004,,,,,,,0.115808405
Portugal,PRT,2005,,,,,,,0.1202656
Portugal,PRT,2006,,,,,,,0.113594405
Portugal,PRT,2007,,,,,,,0.12858506
Portugal,PRT,2008,,,,,,,0.11554304
Portugal,PRT,2009,,,,,,,0.15463792
Portugal,PRT,2010,,,,,,,0.1225154
Portugal,PRT,2011,,,,,,,0.15752651
Portugal,PRT,2012,,,,,,,0.13166505
Portugal,PRT,2013,,,,,,,0.12646028
Portugal,PRT,2014,,,,,,,0.0973783
Portugal,PRT,2015,,,,,,,0.093869135
Portugal,PRT,2016,,,,,,,0.09749932
Portugal,PRT,2017,,,,,,,0.058706824
Portugal,PRT,2018,,,,0.059366547,,,0.05408909
Portugal,PRT,2019,,,,0.0646045,,,
Portugal,PRT,2020,,,,0.05557645,,,
Portugal,PRT,2021,,,,0.0554134,,,
Portugal,PRT,2022,,,,0.06365554,,,
Portugal,PRT,2023,,,,0.05489604,,,
Russia,RUS,2015,,,,,,,0.11153725
Russia,RUS,2018,,,,,,,0.0634787
Russia,RUS,2019,,,,,,,0.06146891
Russia,RUS,2020,,,,,,,0.062054306
Russia,RUS,2021,,,,,,,0.052946944
Russia,RUS,2022,,,,,,,0.043760225
Russia,RUS,2023,,,,,,,0.11098332
Russia,RUS,2024,,,,,,,0.061
Russia,RUS,2025,,,,,,,0.085
Saudi Arabia,SAU,2017,,,,0.32917836,,,
Saudi Arabia,SAU,2018,,,,0.09042032,,,
Saudi Arabia,SAU,2019,,,,0.06677319,,,
Saudi Arabia,SAU,2021,,,,0.05733721,,,
Saudi Arabia,SAU,2022,,,,0.038563646,,,
Saudi Arabia,SAU,2023,,,,0.044272188,,,
Saudi Arabia,SAU,2024,,,,0.041301407,,,
Saudi Arabia,SAU,2025,,,,0.03967783,,,
Serbia,SRB,2024,,,,,,,0.061183892
Serbia,SRB,2025,,,,,,,0.08216961
South Africa,ZAF,2008,,,,,,,0.12175355
South Africa,ZAF,2012,,,,,,,0.1293436
South Africa,ZAF,2013,,,,,,,0.14895849
South Africa,ZAF,2014,,,,,,,0.1257461
South Africa,ZAF,2015,,,,,,,0.101895325
South Africa,ZAF,2016,,,,,,,0.08627036
South Africa,ZAF,2017,,,,,,,0.07331885
South Africa,ZAF,2018,,,,0.10143963,,,
South Africa,ZAF,2019,,,,0.0782794,,,0.064345494
South Africa,ZAF,2020,,,,0.075226836,,,0.05757637
South Africa,ZAF,2021,,,,0.06166614,,,0.053848285
South Africa,ZAF,2022,,,,0.06763239,,,0.04205908
South Africa,ZAF,2023,,,,0.078831166,,,0.051767226
South Africa,ZAF,2025,,,,,,,0.057504807
South Korea,KOR,2004,,,,,,,0.14035507
South Korea,KOR,2005,,,,,,,0.11632163
South Korea,KOR,2006,,,,,,,0.1504665
South Korea,KOR,2007,,,,,,,0.12049055
South Korea,KOR,2008,,,,,,,0.13753499
South Korea,KOR,2009,,,,,,,0.11448575
South Korea,KOR,2010,,,,0.4306071,,,0.14316475
South Korea,KOR,2011,,,,0.54482305,,,0.12929302
South Korea,KOR,2012,,,,0.28269687,,,0.14333595
South Korea,KOR,2013,,,,0.2582581,,,
South Korea,KOR,2014,,,,0.19834794,,,
South Korea,KOR,2015,,,,0.18204585,,,0.13176225
South Korea,KOR,2016,,,,0.1741185,,,0.09039339
South Korea,KOR,2017,,,,0.11670691,,,0.086208336
South Korea,KOR,2018,,,,0.09590829,,,0.069762416
South Korea,KOR,2019,,,,0.08788987,,,0.0721757
South Korea,KOR,2020,,,,0.066601954,,,
South Korea,KOR,2021,,,,0.0634892,,,0.07005853
South Korea,KOR,2022,,,,0.07831042,,,0.085985936
South Korea,KOR,2023,,,,0.06927027,,,0.07012827
South Korea,KOR,2024,,,,0.085215606,,,0.09075889
South Korea,KOR,2025,,,,0.054414574,,,0.06960722
Spain,ESP,1990,,,,,,,0.17633705
Spain,ESP,1991,,,,,,,0.1747561
Spain,ESP,1992,,,,,,,0.16590802
Spain,ESP,1993,,,,,,,0.16190529
Spain,ESP,1994,,,,,,,0.15144269
Spain,ESP,1995,,,,,,,0.14259286
Spain,ESP,1996,,,,,,,0.13859011
Spain,ESP,1997,,,,,,,0.13539463
Spain,ESP,1998,,,,,,,0.1306007
Spain,ESP,1999,,,,,,,0.121352986
Spain,ESP,2000,,,,,,,0.12623571
Spain,ESP,2001,,,,,,,0.122080974
Spain,ESP,2002,,,,,,,0.115279146
Spain,ESP,2003,,,,,,,0.111380674
Spain,ESP,2004,,,,,,,0.12294006
Spain,ESP,2005,,,,,,,0.11574198
Spain,ESP,2006,,,,,,,0.119541794
Spain,ESP,2007,,,,,,,0.13894987
Spain,ESP,2008,,,,,,,0.13684589
Spain,ESP,2009,,,,,,,0.13135393
Spain,ESP,2010,,,,0.37728053,,,0.1330089
Spain,ESP,2011,,,,0.26118296,,,0.12509404
Spain,ESP,2012,,,,0.21117711,,,0.10765394
Spain,ESP,2013,,,,0.16023909,,,0.10306053
Spain,ESP,2014,,,,0.15388542,,,0.08576074
Spain,ESP,2015,,,,0.08248337,,,0.06950602
Spain,ESP,2016,,,,,,,0.064062946
Spain,ESP,2017,,,,,,,0.061145525
Spain,ESP,2018,,,,,,,0.08700901
Spain,ESP,2019,,,,0.05576035,,,0.0429723
Spain,ESP,2020,,,,0.051145058,,,0.03428823
Spain,ESP,2021,,,,0.054418083,,,0.027758196
Spain,ESP,2022,,,,0.048341516,,,0.034485288
Spain,ESP,2023,,,,0.039980456,,,0.036824185
Spain,ESP,2024,,,,0.053811442,,,0.042728398
Spain,ESP,2025,,,,0.04356941,,,0.04459987
Sweden,SWE,1984,,,,,,,0.28895682
Sweden,SWE,1990,,,,,,,0.25112113
Sweden,SWE,1991,,,,,,,0.23771705
Sweden,SWE,1992,,,,,,,0.25815287
Sweden,SWE,1993,,,,,,,0.252611
Sweden,SWE,1994,,,,,,,0.23812537
Sweden,SWE,1995,,,,,,,0.22587264
Sweden,SWE,1996,,,,,,,0.23192713
Sweden,SWE,1997,,,,,,,0.21590658
Sweden,SWE,1998,,,,,,,0.21371527
Sweden,SWE,1999,,,,,,,0.20481797
Sweden,SWE,2001,,,,,,,0.16554679
Sweden,SWE,2002,,,,,,,0.18941045
Sweden,SWE,2003,,,,,,,0.14618783
Sweden,SWE,2004,,,,,,,0.15920585
Sweden,SWE,2005,,,,,,,0.16470474
Sweden,SWE,2006,,,,,,,0.16470474
Sweden,SWE,2007,,,,,,,0.14918594
Sweden,SWE,2008,,,,,,,0.16920725
Sweden,SWE,2009,,,,,,,0.16256332
Sweden,SWE,2010,,,,,,,0.12880659
Sweden,SWE,2011,,,,,,,0.12208535
Sweden,SWE,2012,,,,,,,0.117841095
Sweden,SWE,2013,,,,,,,0.09361938
Sweden,SWE,2014,,,,,,,0.101477385
Sweden,SWE,2015,,,,,,,0.08251437
Sweden,SWE,2016,,,,,,,0.06975087
Sweden,SWE,2017,,,,,,,0.061485138
Sweden,SWE,2018,,,,,,,0.046545815
Sweden,SWE,2019,,,,,,,0.044657037
Sweden,SWE,2020,,,,,,,0.04259455
Sweden,SWE,2021,,,,,,,0.039879598
Sweden,SWE,2022,,,,,,,0.038999435
Sweden,SWE,2023,,,,,,,0.045045447
Sweden,SWE,2024,,,,,,,0.057046846
Sweden,SWE,2025,,,,,,,0.046920497
Thailand,THA,2010,,,,0.41621095,,,
Thailand,THA,2011,,,,0.42480165,,,
Thailand,THA,2012,,,,0.38952762,,,
Thailand,THA,2013,,,,0.25651518,,,
Thailand,THA,2014,,,,0.2638357,,,
Thailand,THA,2015,,,,0.2273523,,,
Thailand,THA,2016,,,,0.22163641,,,
Thailand,THA,2017,,,,0.16937909,,,
Thailand,THA,2018,,,,0.07769886,,,
Thailand,THA,2019,,,,0.08995632,,,
Thailand,THA,2020,,,,0.09897649,,,
Thailand,THA,2021,,,,0.066321775,,,
Thailand,THA,2022,,,,0.051888503,,,
Thailand,THA,2025,,,,0.074634165,,,
Turkey,TUR,1998,,,,,,,0.09830264
Turkey,TUR,2000,,,,,,,0.089314096
Turkey,TUR,2009,,,,,,,0.07673097
Turkey,TUR,2010,,,,,,,0.14441991
Turkey,TUR,2011,,,,,,,0.1066754
Turkey,TUR,2012,,,,,,,0.09386107
Turkey,TUR,2013,,,,,,,0.09538295
Turkey,TUR,2014,,,,,,,0.095851585
Turkey,TUR,2015,,,,,,,0.090810955
Turkey,TUR,2016,,,,0.14212704,,,0.080151975
Turkey,TUR,2017,,,,0.13644722,,,0.072889574
Turkey,TUR,2018,,,,0.10854605,,,0.080729775
Turkey,TUR,2019,,,,0.09838408,,,0.073649
Turkey,TUR,2020,,,,0.07535013,,,0.055152666
Turkey,TUR,2021,,,,0.071956344,,,0.049085516
Turkey,TUR,2022,,,,0.075084694,,,0.05840668
Turkey,TUR,2023,,,,0.07085222,,,0.07832752
Turkey,TUR,2024,,,,0.08683727,,,0.070539236
Turkey,TUR,2025,,,,0.08621213,,,0.061320174
Ukraine,UKR,2013,,,,,,,0.16588853
Ukraine,UKR,2014,,,,,,,0.13565658
Ukraine,UKR,2017,,,,,,,0.112069756
Ukraine,UKR,2019,,,,,,,0.088293046
Ukraine,UKR,2020,,,,,,,0.060029395
Ukraine,UKR,2021,,,,,,,0.053997826
Ukraine,UKR,2023,,,,,,,0.10062135
United Kingdom,GBR,1989,,,,,,,0.23437098
United Kingdom,GBR,1990,,,,,,,0.23561879
United Kingdom,GBR,1991,,,,,,,0.22292337
United Kingdom,GBR,1992,,,,,,,0.23956628
United Kingdom,GBR,1993,,,,,,,0.21940112
United Kingdom,GBR,1994,,,,,,,0.22129756
United Kingdom,GBR,1995,,,,,,,0.20904483
United Kingdom,GBR,1996,,,,,,,0.21421364
United Kingdom,GBR,1997,,,,,,,0.19907877
United Kingdom,GBR,1998,,,,,,,0.19688746
United Kingdom,GBR,1999,,,,,,,0.18799016
United Kingdom,GBR,2000,,,,,,,0.12869626
United Kingdom,GBR,2001,,,,,,,0.14613669
United Kingdom,GBR,2002,,,,,,,0.15217184
United Kingdom,GBR,2003,,,,,,,0.15244374
United Kingdom,GBR,2004,,,,,,,0.16058025
United Kingdom,GBR,2005,,,,,,,0.15135181
United Kingdom,GBR,2006,,,,,,,0.15185076
United Kingdom,GBR,2007,,,,,,,0.14407001
United Kingdom,GBR,2008,,,,,,,0.15859364
United Kingdom,GBR,2009,,,,,,,0.087046236
United Kingdom,GBR,2010,,,,0.6212772,,,0.11532087
United Kingdom,GBR,2011,,,,0.57240313,,,0.118333034
United Kingdom,GBR,2012,,,,0.33550027,,,0.10360631
United Kingdom,GBR,2013,,,,0.27084237,,,0.1049123
United Kingdom,GBR,2014,,,,0.22103882,,,0.09902126
United Kingdom,GBR,2015,,,,0.17154783,,,0.090193465
United Kingdom,GBR,2016,,,,0.16218528,,,0.076404504
United Kingdom,GBR,2017,,,,0.13256006,,,0.0727575
United Kingdom,GBR,2018,,,,0.13467975,,,0.051258136
United Kingdom,GBR,2019,,,,0.099910215,,,0.06129324
United Kingdom,GBR,2020,,,,0.084413,,,0.047909357
United Kingdom,GBR,2021,,,,0.0775859,,,0.04382721
United Kingdom,GBR,2022,,,,0.08141446,,,0.03682578
United Kingdom,GBR,2023,,,,0.082789645,,,0.03189014
United Kingdom,GBR,2024,,,,,,,0.04539238
United Kingdom,GBR,2025,,,,,,,0.04100304
United States,USA,1984,,,,,,,0.3733838
United States,USA,1985,,,,,,,0.35096404
United States,USA,1986,,,,,,,0.31686842
United States,USA,1987,,,,,,,0.31004933
United States,USA,1988,,,,,,,0.24063063
United States,USA,1989,,,,,,,0.22428097
United States,USA,1990,,,,,,,0.24796404
United States,USA,1991,,,,,,,0.24049425
United States,USA,1998,,,,,,,0.13725168
United States,USA,1999,,,,,,,0.13206603
United States,USA,2000,,,,,,,0.11503036
United States,USA,2001,,,,,,,0.108148456
United States,USA,2002,,,,,,,0.10231124
United States,USA,2003,,,,,,,0.09055179
United States,USA,2004,,,,,,,0.10019717
United States,USA,2005,,,,,,,0.08828756
United States,USA,2006,,,,,,,0.099747375
United States,USA,2007,,,,,,,0.098660305
United States,USA,2008,,,,,,,0.11261807
United States,USA,2009,,,,,,,0.12593967
United States,USA,2010,,,,0.2573775,,,0.11298894
United States,USA,2011,,,,0.2940013,,,0.11748805
United States,USA,2012,,,,0.2416833,,,0.101329274
United States,USA,2013,,,,0.2247678,,,0.08420034
United States,USA,2014,,,,0.17015259,,,0.067436114
United States,USA,2015,,,,0.15889297,,,0.061031222
United States,USA,2016,,,,0.14283915,,,0.05742456
United States,USA,2017,,,,0.10406889,,,0.05005332
United States,USA,2018,,,,0.08299926,,,0.046102077
United States,USA,2019,,,,0.06812352,,,0.041780364
United States,USA,2020,,,,0.06562752,,,0.037237886
United States,USA,2021,,,,0.061161496,,,0.032480188
United States,USA,2022,,,,0.06000075,,,0.029802565
United States,USA,2023,,,,0.058909874,,,0.03940049
United States,USA,2024,,,,0.069690436,,,0.038470604
United States,USA,2025,,,,0.062,,,0.039794423
Uruguay,URY,2011,,,,,,,0.1338971
Uruguay,URY,2012,,,,,,,0.11563635
Uruguay,URY,2013,,,,,,,0.08089767
Uruguay,URY,2014,,,,,,,0.086148955
Uruguay,URY,2015,,,,,,,0.06866414
Uruguay,URY,2017,,,,,,,0.059390515
Uzbekistan,UZB,2021,,,,0.078424335,,,
Uzbekistan,UZB,2022,,,,0.08048234,,,
Uzbekistan,UZB,2023,,,,0.07822473,,,
Uzbekistan,UZB,2024,,,,0.07192147,,,0.03486305
Uzbekistan,UZB,2025,,,,0.06041487,,,0.06198317
Vietnam,VNM,2009,,,,,,,0.10195736
Vietnam,VNM,2011,,,,,,,0.116527274
Vietnam,VNM,2012,,,,,,,0.11858994
Vietnam,VNM,2013,,,,,,,0.119737215
Vietnam,VNM,2015,,,,,,,0.098281205
Vietnam,VNM,2016,,,,,,,0.08110437
Vietnam,VNM,2017,,,,,,,0.076366395
Vietnam,VNM,2019,,,,,,,0.08623879
Vietnam,VNM,2020,,,,,,,0.06375663
Vietnam,VNM,2021,,,,,,,0.053583924
Vietnam,VNM,2022,,,,,,,0.05177927
Vietnam,VNM,2023,,,,,,,0.053088505
Vietnam,VNM,2024,,,,,,,0.049008973
World,OWID_WRL,1984,,,,,,,0.36901492
World,OWID_WRL,1985,,,,,,,0.34263808
World,OWID_WRL,1986,,,,,,,0.30412003
World,OWID_WRL,1987,,,,,,,0.29504934
World,OWID_WRL,1988,,,,,,,0.2432522
World,OWID_WRL,1989,,,,,,,0.22499196
World,OWID_WRL,1990,,,,,,,0.23924543
World,OWID_WRL,1991,,,,,,,0.22948527
World,OWID_WRL,1992,,,,,,,0.22991455
World,OWID_WRL,1993,,,,,,,0.24186543
World,OWID_WRL,1994,,,,,,,0.22781546
World,OWID_WRL,1995,,,,,,,0.23817404
World,OWID_WRL,1996,,,,,,,0.21270302
World,OWID_WRL,1997,,,,,,,0.18611467
World,OWID_WRL,1998,,,,,,,0.17446508
World,OWID_WRL,1999,,,,,,,0.17177014
World,OWID_WRL,2000,,,0.19037046,,,,0.1839318
World,OWID_WRL,2001,,,0.18005022,,,,0.16142775
World,OWID_WRL,2002,,,0.15255101,,,,0.1492411
World,OWID_WRL,2003,,,0.14070371,,,,0.13073291
World,OWID_WRL,2004,,,0.19961967,,,,0.13292666
World,OWID_WRL,2005,,,0.1678998,,,,0.12446395
World,OWID_WRL,2006,,,0.16542275,,,,0.12805125
World,OWID_WRL,2007,,0.056721635,0.23655395,,,,0.11661135
World,OWID_WRL,2008,,0.063138634,0.23925008,,,,0.122769095
World,OWID_WRL,2009,,0.109420605,0.22014965,,,,0.1203612
World,OWID_WRL,2010,0.08847206,0.057836853,0.20842612,0.40771458,0.4115907,0.04370566,0.113624774
World,OWID_WRL,2011,0.08535203,,0.22120158,0.34384683,0.3815177,0.04131591,0.107712924
World,OWID_WRL,2012,0.07138037,0.09966607,0.18884064,0.25977334,0.3855947,0.04141836,0.098840915
World,OWID_WRL,2013,0.09458504,0.07336675,0.15528043,0.20261951,0.28220764,0.047016606,0.09904958
World,OWID_WRL,2014,0.09174505,0.074082755,0.19674823,0.18077093,0.24910912,0.037323296,0.08761301
World,OWID_WRL,2015,0.083090186,0.06837811,0.15726145,0.13368668,0.24877329,0.041365817,0.07600691
World,OWID_WRL,2016,0.07940568,0.077278756,0.12989524,0.1174326,0.2993714,0.054425713,0.069786325
World,OWID_WRL,2017,0.07871184,0.081349194,0.11862993,0.093562625,0.2513753,0.056140576,0.064790785
World,OWID_WRL,2018,0.061025836,0.07879731,0.115014374,0.079153046,0.15496989,0.04631387,0.0556333
World,OWID_WRL,2019,0.07212618,0.07833054,0.094266236,0.06849861,0.21341105,0.047993593,0.049264044
World,OWID_WRL,2020,0.080655456,0.066739745,0.09220973,0.060777713,0.12114394,0.051494826,0.04092597
World,OWID_WRL,2021,0.07490364,0.07743751,0.081596576,0.054347396,0.12929337,0.05653018,0.036080316
World,OWID_WRL,2022,0.06515455,0.06208036,0.080671065,0.050453365,0.12690917,0.06784769,0.03402001
World,OWID_WRL,2023,0.074031115,0.07635209,0.07669105,0.042612284,0.122035764,0.057933297,0.033140354
World,OWID_WRL,2024,0.08681341,0.057776697,0.0807271,0.043,0.105704315,0.056509614,0.03428341
World,OWID_WRL,2025,0.08550513,0.0886851,0.07790795,0.043538958,0.11483293,0.06169417,0.032949988
